control_id,check_id,created_at,updated_at,is_deleted
536,cloudwatch_ac_4(16)_compliance,2025-08-12T14:18:38.205255,2025-08-12T14:18:38.205255,False
164,github_ac_4(17)_compliance,2025-08-12T14:18:38.237148,2025-08-12T14:18:38.237148,False
164,ec2_ac_4(17)_compliance,2025-08-12T14:18:38.272010,2025-08-12T14:18:38.272010,False
164,cloudtrail_ac_4(17)_compliance,2025-08-12T14:18:38.305268,2025-08-12T14:18:38.305268,False
164,iam_ac_4(17)_compliance,2025-08-12T14:18:38.338176,2025-08-12T14:18:38.338176,False
164,s3_ac_4(17)_compliance,2025-08-12T14:18:38.369231,2025-08-12T14:18:38.369231,False
164,cloudwatch_ac_4(17)_compliance,2025-08-12T14:18:38.401042,2025-08-12T14:18:38.401042,False
278,github_ac_4(18)_compliance,2025-08-12T14:18:38.433452,2025-08-12T14:18:38.433452,False
278,ec2_ac_4(18)_compliance,2025-08-12T14:18:38.465304,2025-08-12T14:18:38.465304,False
278,cloudtrail_ac_4(18)_compliance,2025-08-12T14:18:38.497129,2025-08-12T14:18:38.497129,False
278,iam_ac_4(18)_compliance,2025-08-12T14:18:38.529799,2025-08-12T14:18:38.529799,False
278,s3_ac_4(18)_compliance,2025-08-12T14:18:38.561958,2025-08-12T14:18:38.561958,False
278,cloudwatch_ac_4(18)_compliance,2025-08-12T14:18:38.594600,2025-08-12T14:18:38.594600,False
252,github_ac_4(19)_compliance,2025-08-12T14:18:38.626931,2025-08-12T14:18:38.626931,False
252,ec2_ac_4(19)_compliance,2025-08-12T14:18:38.659013,2025-08-12T14:18:38.659013,False
252,cloudtrail_ac_4(19)_compliance,2025-08-12T14:18:38.692392,2025-08-12T14:18:38.692392,False
252,iam_ac_4(19)_compliance,2025-08-12T14:18:38.725492,2025-08-12T14:18:38.725492,False
252,s3_ac_4(19)_compliance,2025-08-12T14:18:38.757925,2025-08-12T14:18:38.757925,False
252,cloudwatch_ac_4(19)_compliance,2025-08-12T14:18:38.790468,2025-08-12T14:18:38.790468,False
112,github_ac_4(2)_compliance,2025-08-12T14:18:38.823156,2025-08-12T14:18:38.823156,False
112,ec2_ac_4(2)_compliance,2025-08-12T14:18:38.856686,2025-08-12T14:18:38.856686,False
112,cloudtrail_ac_4(2)_compliance,2025-08-12T14:18:38.888742,2025-08-12T14:18:38.888742,False
112,iam_ac_4(2)_compliance,2025-08-12T14:18:38.922618,2025-08-12T14:18:38.922618,False
112,s3_ac_4(2)_compliance,2025-08-12T14:18:38.955937,2025-08-12T14:18:38.955937,False
112,cloudwatch_ac_4(2)_compliance,2025-08-12T14:18:38.990923,2025-08-12T14:18:38.990923,False
371,github_ac_4(20)_compliance,2025-08-12T14:18:39.022717,2025-08-12T14:18:39.022717,False
371,ec2_ac_4(20)_compliance,2025-08-12T14:18:39.056753,2025-08-12T14:18:39.056753,False
371,cloudtrail_ac_4(20)_compliance,2025-08-12T14:18:39.089688,2025-08-12T14:18:39.089688,False
371,iam_ac_4(20)_compliance,2025-08-12T14:18:39.122101,2025-08-12T14:18:39.122101,False
371,s3_ac_4(20)_compliance,2025-08-12T14:18:39.154493,2025-08-12T14:18:39.154493,False
371,cloudwatch_ac_4(20)_compliance,2025-08-12T14:18:39.187129,2025-08-12T14:18:39.187129,False
464,github_ac_4(21)_compliance,2025-08-12T14:18:39.219185,2025-08-12T14:18:39.219185,False
464,ec2_ac_4(21)_compliance,2025-08-12T14:18:39.253849,2025-08-12T14:18:39.253849,False
464,cloudtrail_ac_4(21)_compliance,2025-08-12T14:18:39.287097,2025-08-12T14:18:39.287097,False
464,iam_ac_4(21)_compliance,2025-08-12T14:18:39.319466,2025-08-12T14:18:39.319466,False
464,s3_ac_4(21)_compliance,2025-08-12T14:18:39.352712,2025-08-12T14:18:39.352712,False
464,cloudwatch_ac_4(21)_compliance,2025-08-12T14:18:39.385521,2025-08-12T14:18:39.385521,False
522,github_ac_4(22)_compliance,2025-08-12T14:18:39.417456,2025-08-12T14:18:39.417456,False
522,ec2_ac_4(22)_compliance,2025-08-12T14:18:39.451002,2025-08-12T14:18:39.451002,False
522,cloudtrail_ac_4(22)_compliance,2025-08-12T14:18:39.484705,2025-08-12T14:18:39.484705,False
522,iam_ac_4(22)_compliance,2025-08-12T14:18:39.518491,2025-08-12T14:18:39.518491,False
522,s3_ac_4(22)_compliance,2025-08-12T14:18:39.552298,2025-08-12T14:18:39.552298,False
522,cloudwatch_ac_4(22)_compliance,2025-08-12T14:18:39.585631,2025-08-12T14:18:39.585631,False
832,github_ac_4(23)_compliance,2025-08-12T14:18:39.619057,2025-08-12T14:18:39.619057,False
832,ec2_ac_4(23)_compliance,2025-08-12T14:18:39.652147,2025-08-12T14:18:39.652147,False
832,cloudtrail_ac_4(23)_compliance,2025-08-12T14:18:39.685611,2025-08-12T14:18:39.685611,False
832,iam_ac_4(23)_compliance,2025-08-12T14:18:39.718833,2025-08-12T14:18:39.718833,False
832,s3_ac_4(23)_compliance,2025-08-12T14:18:39.752379,2025-08-12T14:18:39.752379,False
832,cloudwatch_ac_4(23)_compliance,2025-08-12T14:18:39.785595,2025-08-12T14:18:39.785595,False
255,github_ac_4(24)_compliance,2025-08-12T14:18:39.819328,2025-08-12T14:18:39.819328,False
255,ec2_ac_4(24)_compliance,2025-08-12T14:18:39.852805,2025-08-12T14:18:39.852805,False
255,cloudtrail_ac_4(24)_compliance,2025-08-12T14:18:39.886458,2025-08-12T14:18:39.886458,False
255,iam_ac_4(24)_compliance,2025-08-12T14:18:39.919783,2025-08-12T14:18:39.919783,False
255,s3_ac_4(24)_compliance,2025-08-12T14:18:39.953930,2025-08-12T14:18:39.953930,False
255,cloudwatch_ac_4(24)_compliance,2025-08-12T14:18:39.986925,2025-08-12T14:18:39.986925,False
964,github_ac_4(25)_compliance,2025-08-12T14:18:40.021054,2025-08-12T14:18:40.021054,False
964,ec2_ac_4(25)_compliance,2025-08-12T14:18:40.055165,2025-08-12T14:18:40.055165,False
964,cloudtrail_ac_4(25)_compliance,2025-08-12T14:18:40.088940,2025-08-12T14:18:40.088940,False
964,iam_ac_4(25)_compliance,2025-08-12T14:18:40.121955,2025-08-12T14:18:40.121955,False
964,s3_ac_4(25)_compliance,2025-08-12T14:18:40.155025,2025-08-12T14:18:40.155025,False
964,cloudwatch_ac_4(25)_compliance,2025-08-12T14:18:40.189494,2025-08-12T14:18:40.189494,False
328,github_ac_4(26)_compliance,2025-08-12T14:18:40.224471,2025-08-12T14:18:40.224471,False
328,ec2_ac_4(26)_compliance,2025-08-12T14:18:40.258162,2025-08-12T14:18:40.258162,False
328,cloudtrail_ac_4(26)_compliance,2025-08-12T14:18:40.293937,2025-08-12T14:18:40.293937,False
328,iam_ac_4(26)_compliance,2025-08-12T14:18:40.328543,2025-08-12T14:18:40.328543,False
328,s3_ac_4(26)_compliance,2025-08-12T14:18:40.362210,2025-08-12T14:18:40.362210,False
328,cloudwatch_ac_4(26)_compliance,2025-08-12T14:18:40.396612,2025-08-12T14:18:40.396612,False
414,github_ac_4(27)_compliance,2025-08-12T14:18:40.431543,2025-08-12T14:18:40.431543,False
414,ec2_ac_4(27)_compliance,2025-08-12T14:18:40.472597,2025-08-12T14:18:40.472597,False
414,cloudtrail_ac_4(27)_compliance,2025-08-12T14:18:40.508250,2025-08-12T14:18:40.508250,False
414,iam_ac_4(27)_compliance,2025-08-12T14:18:40.543895,2025-08-12T14:18:40.543895,False
414,s3_ac_4(27)_compliance,2025-08-12T14:18:40.578337,2025-08-12T14:18:40.578337,False
414,cloudwatch_ac_4(27)_compliance,2025-08-12T14:18:40.613010,2025-08-12T14:18:40.613010,False
303,github_ac_4(28)_compliance,2025-08-12T14:18:40.649759,2025-08-12T14:18:40.649759,False
303,ec2_ac_4(28)_compliance,2025-08-12T14:18:40.684309,2025-08-12T14:18:40.684309,False
303,cloudtrail_ac_4(28)_compliance,2025-08-12T14:18:40.718080,2025-08-12T14:18:40.718080,False
303,iam_ac_4(28)_compliance,2025-08-12T14:18:40.753648,2025-08-12T14:18:40.753648,False
303,s3_ac_4(28)_compliance,2025-08-12T14:18:40.789029,2025-08-12T14:18:40.789029,False
303,cloudwatch_ac_4(28)_compliance,2025-08-12T14:18:40.823523,2025-08-12T14:18:40.823523,False
236,github_ac_4(29)_compliance,2025-08-12T14:18:40.857682,2025-08-12T14:18:40.857682,False
236,ec2_ac_4(29)_compliance,2025-08-12T14:18:40.892115,2025-08-12T14:18:40.892115,False
236,cloudtrail_ac_4(29)_compliance,2025-08-12T14:18:40.926219,2025-08-12T14:18:40.926219,False
236,iam_ac_4(29)_compliance,2025-08-12T14:18:40.960845,2025-08-12T14:18:40.960845,False
236,s3_ac_4(29)_compliance,2025-08-12T14:18:40.995577,2025-08-12T14:18:40.995577,False
236,cloudwatch_ac_4(29)_compliance,2025-08-12T14:18:41.029674,2025-08-12T14:18:41.029674,False
238,github_ac_4(3)_compliance,2025-08-12T14:18:41.065230,2025-08-12T14:18:41.065230,False
238,ec2_ac_4(3)_compliance,2025-08-12T14:18:41.098866,2025-08-12T14:18:41.098866,False
238,cloudtrail_ac_4(3)_compliance,2025-08-12T14:18:41.132880,2025-08-12T14:18:41.132880,False
238,iam_ac_4(3)_compliance,2025-08-12T14:18:41.168065,2025-08-12T14:18:41.168065,False
238,s3_ac_4(3)_compliance,2025-08-12T14:18:41.202208,2025-08-12T14:18:41.202208,False
238,cloudwatch_ac_4(3)_compliance,2025-08-12T14:18:41.236649,2025-08-12T14:18:41.236649,False
133,github_ac_4(30)_compliance,2025-08-12T14:18:41.272209,2025-08-12T14:18:41.272209,False
133,ec2_ac_4(30)_compliance,2025-08-12T14:18:41.309415,2025-08-12T14:18:41.309415,False
133,cloudtrail_ac_4(30)_compliance,2025-08-12T14:18:41.344022,2025-08-12T14:18:41.344022,False
133,iam_ac_4(30)_compliance,2025-08-12T14:18:41.378808,2025-08-12T14:18:41.378808,False
133,s3_ac_4(30)_compliance,2025-08-12T14:18:41.414147,2025-08-12T14:18:41.414147,False
133,cloudwatch_ac_4(30)_compliance,2025-08-12T14:18:41.448970,2025-08-12T14:18:41.448970,False
138,github_ac_4(31)_compliance,2025-08-12T14:18:41.485182,2025-08-12T14:18:41.485182,False
138,ec2_ac_4(31)_compliance,2025-08-12T14:18:41.525535,2025-08-12T14:18:41.525535,False
138,cloudtrail_ac_4(31)_compliance,2025-08-12T14:18:41.561243,2025-08-12T14:18:41.561243,False
138,iam_ac_4(31)_compliance,2025-08-12T14:18:41.596060,2025-08-12T14:18:41.596060,False
138,s3_ac_4(31)_compliance,2025-08-12T14:18:41.632436,2025-08-12T14:18:41.632436,False
138,cloudwatch_ac_4(31)_compliance,2025-08-12T14:18:41.667328,2025-08-12T14:18:41.667328,False
260,github_ac_4(32)_compliance,2025-08-12T14:18:41.701697,2025-08-12T14:18:41.701697,False
260,ec2_ac_4(32)_compliance,2025-08-12T14:18:41.738771,2025-08-12T14:18:41.738771,False
260,cloudtrail_ac_4(32)_compliance,2025-08-12T14:18:41.774691,2025-08-12T14:18:41.774691,False
260,iam_ac_4(32)_compliance,2025-08-12T14:18:41.811253,2025-08-12T14:18:41.811253,False
260,s3_ac_4(32)_compliance,2025-08-12T14:18:41.849138,2025-08-12T14:18:41.849138,False
260,cloudwatch_ac_4(32)_compliance,2025-08-12T14:18:41.886941,2025-08-12T14:18:41.886941,False
685,github_ac_4(4)_compliance,2025-08-12T14:18:41.923802,2025-08-12T14:18:41.923802,False
685,ec2_ac_4(4)_compliance,2025-08-12T14:18:41.960927,2025-08-12T14:18:41.960927,False
685,cloudtrail_ac_4(4)_compliance,2025-08-12T14:18:41.999389,2025-08-12T14:18:41.999389,False
685,iam_ac_4(4)_compliance,2025-08-12T14:18:42.036753,2025-08-12T14:18:42.036753,False
685,s3_ac_4(4)_compliance,2025-08-12T14:18:42.074400,2025-08-12T14:18:42.074400,False
685,cloudwatch_ac_4(4)_compliance,2025-08-12T14:18:42.110445,2025-08-12T14:18:42.110445,False
571,github_ac_4(5)_compliance,2025-08-12T14:18:42.147932,2025-08-12T14:18:42.147932,False
571,ec2_ac_4(5)_compliance,2025-08-12T14:18:42.184270,2025-08-12T14:18:42.184270,False
571,cloudtrail_ac_4(5)_compliance,2025-08-12T14:18:42.221068,2025-08-12T14:18:42.221068,False
571,iam_ac_4(5)_compliance,2025-08-12T14:18:42.260008,2025-08-12T14:18:42.260008,False
571,s3_ac_4(5)_compliance,2025-08-12T14:18:42.569621,2025-08-12T14:18:42.569621,False
571,cloudwatch_ac_4(5)_compliance,2025-08-12T14:18:42.800773,2025-08-12T14:18:42.800773,False
484,github_ac_4(6)_compliance,2025-08-12T14:18:42.842051,2025-08-12T14:18:42.842051,False
484,ec2_ac_4(6)_compliance,2025-08-12T14:18:42.964854,2025-08-12T14:18:42.964854,False
484,cloudtrail_ac_4(6)_compliance,2025-08-12T14:18:43.002842,2025-08-12T14:18:43.002842,False
484,iam_ac_4(6)_compliance,2025-08-12T14:18:43.041703,2025-08-12T14:18:43.041703,False
484,s3_ac_4(6)_compliance,2025-08-12T14:18:43.076946,2025-08-12T14:18:43.076946,False
484,cloudwatch_ac_4(6)_compliance,2025-08-12T14:18:43.113324,2025-08-12T14:18:43.113324,False
769,github_ac_4(7)_compliance,2025-08-12T14:18:43.149580,2025-08-12T14:18:43.149580,False
769,ec2_ac_4(7)_compliance,2025-08-12T14:18:43.186078,2025-08-12T14:18:43.186078,False
769,cloudtrail_ac_4(7)_compliance,2025-08-12T14:18:43.222105,2025-08-12T14:18:43.222105,False
769,iam_ac_4(7)_compliance,2025-08-12T14:18:43.258931,2025-08-12T14:18:43.258931,False
769,s3_ac_4(7)_compliance,2025-08-12T14:18:43.296573,2025-08-12T14:18:43.296573,False
769,cloudwatch_ac_4(7)_compliance,2025-08-12T14:18:43.336560,2025-08-12T14:18:43.336560,False
68,github_ac_4(8)_compliance,2025-08-12T14:18:43.373203,2025-08-12T14:18:43.373203,False
68,ec2_ac_4(8)_compliance,2025-08-12T14:18:43.410247,2025-08-12T14:18:43.410247,False
68,cloudtrail_ac_4(8)_compliance,2025-08-12T14:18:43.448205,2025-08-12T14:18:43.448205,False
68,iam_ac_4(8)_compliance,2025-08-12T14:18:43.485813,2025-08-12T14:18:43.485813,False
68,s3_ac_4(8)_compliance,2025-08-12T14:18:43.526625,2025-08-12T14:18:43.526625,False
68,cloudwatch_ac_4(8)_compliance,2025-08-12T14:18:43.565553,2025-08-12T14:18:43.565553,False
611,github_ac_4(9)_compliance,2025-08-12T14:18:43.603323,2025-08-12T14:18:43.603323,False
611,ec2_ac_4(9)_compliance,2025-08-12T14:18:43.641759,2025-08-12T14:18:43.641759,False
611,cloudtrail_ac_4(9)_compliance,2025-08-12T14:18:43.679756,2025-08-12T14:18:43.679756,False
611,iam_ac_4(9)_compliance,2025-08-12T14:18:43.717836,2025-08-12T14:18:43.717836,False
611,s3_ac_4(9)_compliance,2025-08-12T14:18:43.755686,2025-08-12T14:18:43.755686,False
611,cloudwatch_ac_4(9)_compliance,2025-08-12T14:18:43.794092,2025-08-12T14:18:43.794092,False
423,github_ac_5_compliance,2025-08-12T14:18:43.832316,2025-08-12T14:18:43.832316,False
423,ec2_ac_5_compliance,2025-08-12T14:18:43.869523,2025-08-12T14:18:43.869523,False
423,cloudtrail_ac_5_compliance,2025-08-12T14:18:43.907723,2025-08-12T14:18:43.907723,False
423,iam_ac_5_compliance,2025-08-12T14:18:43.953498,2025-08-12T14:18:43.953498,False
423,s3_ac_5_compliance,2025-08-12T14:18:43.993599,2025-08-12T14:18:43.993599,False
423,cloudwatch_ac_5_compliance,2025-08-12T14:18:44.030538,2025-08-12T14:18:44.030538,False
923,github_ac_6_compliance,2025-08-12T14:18:44.070537,2025-08-12T14:18:44.070537,False
923,ec2_ac_6_compliance,2025-08-12T14:18:44.109610,2025-08-12T14:18:44.109610,False
923,cloudtrail_ac_6_compliance,2025-08-12T14:18:44.147791,2025-08-12T14:18:44.147791,False
923,iam_ac_6_compliance,2025-08-12T14:18:44.185292,2025-08-12T14:18:44.185292,False
923,s3_ac_6_compliance,2025-08-12T14:18:44.222947,2025-08-12T14:18:44.222947,False
923,cloudwatch_ac_6_compliance,2025-08-12T14:18:44.261088,2025-08-12T14:18:44.261088,False
181,github_ac_6(1)_compliance,2025-08-12T14:18:44.299532,2025-08-12T14:18:44.299532,False
181,ec2_ac_6(1)_compliance,2025-08-12T14:18:44.339618,2025-08-12T14:18:44.339618,False
181,cloudtrail_ac_6(1)_compliance,2025-08-12T14:18:44.376386,2025-08-12T14:18:44.376386,False
181,iam_ac_6(1)_compliance,2025-08-12T14:18:44.414983,2025-08-12T14:18:44.414983,False
181,s3_ac_6(1)_compliance,2025-08-12T14:18:44.453273,2025-08-12T14:18:44.453273,False
181,cloudwatch_ac_6(1)_compliance,2025-08-12T14:18:44.491192,2025-08-12T14:18:44.491192,False
228,github_ac_6(10)_compliance,2025-08-12T14:18:44.530802,2025-08-12T14:18:44.530802,False
228,ec2_ac_6(10)_compliance,2025-08-12T14:18:44.568776,2025-08-12T14:18:44.568776,False
228,cloudtrail_ac_6(10)_compliance,2025-08-12T14:18:44.607561,2025-08-12T14:18:44.607561,False
228,iam_ac_6(10)_compliance,2025-08-12T14:18:44.646906,2025-08-12T14:18:44.646906,False
228,s3_ac_6(10)_compliance,2025-08-12T14:18:44.687100,2025-08-12T14:18:44.687100,False
228,cloudwatch_ac_6(10)_compliance,2025-08-12T14:18:44.727130,2025-08-12T14:18:44.727130,False
951,github_ac_6(2)_compliance,2025-08-12T14:18:44.766425,2025-08-12T14:18:44.766425,False
951,ec2_ac_6(2)_compliance,2025-08-12T14:18:44.805298,2025-08-12T14:18:44.805298,False
951,cloudtrail_ac_6(2)_compliance,2025-08-12T14:18:44.843581,2025-08-12T14:18:44.843581,False
951,iam_ac_6(2)_compliance,2025-08-12T14:18:44.882290,2025-08-12T14:18:44.882290,False
951,s3_ac_6(2)_compliance,2025-08-12T14:18:44.920811,2025-08-12T14:18:44.920811,False
951,cloudwatch_ac_6(2)_compliance,2025-08-12T14:18:44.961094,2025-08-12T14:18:44.961094,False
576,github_ac_6(3)_compliance,2025-08-12T14:18:45.000778,2025-08-12T14:18:45.000778,False
576,ec2_ac_6(3)_compliance,2025-08-12T14:18:45.039687,2025-08-12T14:18:45.039687,False
576,cloudtrail_ac_6(3)_compliance,2025-08-12T14:18:45.080577,2025-08-12T14:18:45.080577,False
576,iam_ac_6(3)_compliance,2025-08-12T14:18:45.120366,2025-08-12T14:18:45.120366,False
576,s3_ac_6(3)_compliance,2025-08-12T14:18:45.158566,2025-08-12T14:18:45.158566,False
576,cloudwatch_ac_6(3)_compliance,2025-08-12T14:18:45.196757,2025-08-12T14:18:45.196757,False
445,github_ac_6(4)_compliance,2025-08-12T14:18:45.237469,2025-08-12T14:18:45.237469,False
445,ec2_ac_6(4)_compliance,2025-08-12T14:18:45.292620,2025-08-12T14:18:45.292620,False
445,cloudtrail_ac_6(4)_compliance,2025-08-12T14:18:45.416767,2025-08-12T14:18:45.416767,False
445,iam_ac_6(4)_compliance,2025-08-12T14:18:45.543556,2025-08-12T14:18:45.543556,False
445,s3_ac_6(4)_compliance,2025-08-12T14:18:45.630688,2025-08-12T14:18:45.630688,False
445,cloudwatch_ac_6(4)_compliance,2025-08-12T14:18:45.705666,2025-08-12T14:18:45.705666,False
302,github_ac_6(5)_compliance,2025-08-12T14:18:45.754513,2025-08-12T14:18:45.754513,False
302,ec2_ac_6(5)_compliance,2025-08-12T14:18:45.802073,2025-08-12T14:18:45.802073,False
302,cloudtrail_ac_6(5)_compliance,2025-08-12T14:18:45.847637,2025-08-12T14:18:45.847637,False
302,iam_ac_6(5)_compliance,2025-08-12T14:18:45.898541,2025-08-12T14:18:45.898541,False
302,s3_ac_6(5)_compliance,2025-08-12T14:18:45.942323,2025-08-12T14:18:45.942323,False
302,cloudwatch_ac_6(5)_compliance,2025-08-12T14:18:45.984525,2025-08-12T14:18:45.984525,False
379,github_ac_6(6)_compliance,2025-08-12T14:18:46.030021,2025-08-12T14:18:46.030021,False
379,ec2_ac_6(6)_compliance,2025-08-12T14:18:46.095418,2025-08-12T14:18:46.095418,False
379,cloudtrail_ac_6(6)_compliance,2025-08-12T14:18:46.158242,2025-08-12T14:18:46.158242,False
379,iam_ac_6(6)_compliance,2025-08-12T14:18:46.211642,2025-08-12T14:18:46.211642,False
379,s3_ac_6(6)_compliance,2025-08-12T14:18:46.261762,2025-08-12T14:18:46.261762,False
379,cloudwatch_ac_6(6)_compliance,2025-08-12T14:18:46.312173,2025-08-12T14:18:46.312173,False
749,github_ac_6(7)_compliance,2025-08-12T14:18:46.357046,2025-08-12T14:18:46.357046,False
749,ec2_ac_6(7)_compliance,2025-08-12T14:18:46.404034,2025-08-12T14:18:46.404034,False
749,cloudtrail_ac_6(7)_compliance,2025-08-12T14:18:46.453556,2025-08-12T14:18:46.453556,False
749,iam_ac_6(7)_compliance,2025-08-12T14:18:46.501634,2025-08-12T14:18:46.501634,False
749,s3_ac_6(7)_compliance,2025-08-12T14:18:46.551647,2025-08-12T14:18:46.551647,False
749,cloudwatch_ac_6(7)_compliance,2025-08-12T14:18:46.594452,2025-08-12T14:18:46.594452,False
491,github_ac_6(8)_compliance,2025-08-12T14:18:46.645377,2025-08-12T14:18:46.645377,False
491,ec2_ac_6(8)_compliance,2025-08-12T14:18:46.692738,2025-08-12T14:18:46.692738,False
491,cloudtrail_ac_6(8)_compliance,2025-08-12T14:18:46.751130,2025-08-12T14:18:46.751130,False
491,iam_ac_6(8)_compliance,2025-08-12T14:18:46.795610,2025-08-12T14:18:46.795610,False
491,s3_ac_6(8)_compliance,2025-08-12T14:18:46.842220,2025-08-12T14:18:46.842220,False
491,cloudwatch_ac_6(8)_compliance,2025-08-12T14:18:46.886737,2025-08-12T14:18:46.886737,False
607,github_ac_6(9)_compliance,2025-08-12T14:18:46.947275,2025-08-12T14:18:46.947275,False
607,ec2_ac_6(9)_compliance,2025-08-12T14:18:47.008848,2025-08-12T14:18:47.008848,False
607,cloudtrail_ac_6(9)_compliance,2025-08-12T14:18:47.067515,2025-08-12T14:18:47.067515,False
607,iam_ac_6(9)_compliance,2025-08-12T14:18:47.116739,2025-08-12T14:18:47.116739,False
607,s3_ac_6(9)_compliance,2025-08-12T14:18:47.160484,2025-08-12T14:18:47.160484,False
607,cloudwatch_ac_6(9)_compliance,2025-08-12T14:18:47.204871,2025-08-12T14:18:47.204871,False
301,github_ac_7_compliance,2025-08-12T14:18:47.251529,2025-08-12T14:18:47.251529,False
301,ec2_ac_7_compliance,2025-08-12T14:18:47.295816,2025-08-12T14:18:47.295816,False
301,cloudtrail_ac_7_compliance,2025-08-12T14:18:47.338599,2025-08-12T14:18:47.338599,False
301,iam_ac_7_compliance,2025-08-12T14:18:47.383969,2025-08-12T14:18:47.383969,False
301,s3_ac_7_compliance,2025-08-12T14:18:47.423601,2025-08-12T14:18:47.423601,False
301,cloudwatch_ac_7_compliance,2025-08-12T14:18:47.463259,2025-08-12T14:18:47.463259,False
202,github_ac_7(1)_compliance,2025-08-12T14:18:47.502907,2025-08-12T14:18:47.502907,False
202,ec2_ac_7(1)_compliance,2025-08-12T14:18:47.563971,2025-08-12T14:18:47.563971,False
202,cloudtrail_ac_7(1)_compliance,2025-08-12T14:18:47.603763,2025-08-12T14:18:47.603763,False
202,iam_ac_7(1)_compliance,2025-08-12T14:18:47.643835,2025-08-12T14:18:47.643835,False
202,s3_ac_7(1)_compliance,2025-08-12T14:18:47.683575,2025-08-12T14:18:47.683575,False
202,cloudwatch_ac_7(1)_compliance,2025-08-12T14:18:47.726732,2025-08-12T14:18:47.726732,False
666,github_ac_7(2)_compliance,2025-08-12T14:18:47.766152,2025-08-12T14:18:47.766152,False
666,ec2_ac_7(2)_compliance,2025-08-12T14:18:47.807564,2025-08-12T14:18:47.807564,False
666,cloudtrail_ac_7(2)_compliance,2025-08-12T14:18:47.850971,2025-08-12T14:18:47.850971,False
666,iam_ac_7(2)_compliance,2025-08-12T14:18:47.894270,2025-08-12T14:18:47.894270,False
666,s3_ac_7(2)_compliance,2025-08-12T14:18:47.934518,2025-08-12T14:18:47.934518,False
666,cloudwatch_ac_7(2)_compliance,2025-08-12T14:18:47.975323,2025-08-12T14:18:47.975323,False
670,github_ac_7(3)_compliance,2025-08-12T14:18:48.017498,2025-08-12T14:18:48.017498,False
670,ec2_ac_7(3)_compliance,2025-08-12T14:18:48.058422,2025-08-12T14:18:48.058422,False
670,cloudtrail_ac_7(3)_compliance,2025-08-12T14:18:48.098363,2025-08-12T14:18:48.098363,False
670,iam_ac_7(3)_compliance,2025-08-12T14:18:48.138128,2025-08-12T14:18:48.138128,False
670,s3_ac_7(3)_compliance,2025-08-12T14:18:48.179950,2025-08-12T14:18:48.179950,False
670,cloudwatch_ac_7(3)_compliance,2025-08-12T14:18:48.222825,2025-08-12T14:18:48.222825,False
230,github_ac_7(4)_compliance,2025-08-12T14:18:48.262857,2025-08-12T14:18:48.262857,False
230,ec2_ac_7(4)_compliance,2025-08-12T14:18:48.304044,2025-08-12T14:18:48.304044,False
230,cloudtrail_ac_7(4)_compliance,2025-08-12T14:18:48.346072,2025-08-12T14:18:48.346072,False
230,iam_ac_7(4)_compliance,2025-08-12T14:18:48.387044,2025-08-12T14:18:48.387044,False
230,s3_ac_7(4)_compliance,2025-08-12T14:18:48.427497,2025-08-12T14:18:48.427497,False
230,cloudwatch_ac_7(4)_compliance,2025-08-12T14:18:48.467855,2025-08-12T14:18:48.467855,False
121,github_ac_8_compliance,2025-08-12T14:18:48.508717,2025-08-12T14:18:48.508717,False
121,ec2_ac_8_compliance,2025-08-12T14:18:48.548974,2025-08-12T14:18:48.548974,False
121,cloudtrail_ac_8_compliance,2025-08-12T14:18:48.589911,2025-08-12T14:18:48.589911,False
121,iam_ac_8_compliance,2025-08-12T14:18:48.629667,2025-08-12T14:18:48.629667,False
121,s3_ac_8_compliance,2025-08-12T14:18:48.670348,2025-08-12T14:18:48.670348,False
121,cloudwatch_ac_8_compliance,2025-08-12T14:18:48.710444,2025-08-12T14:18:48.710444,False
354,github_ac_9_compliance,2025-08-12T14:18:48.755666,2025-08-12T14:18:48.755666,False
354,ec2_ac_9_compliance,2025-08-12T14:18:48.799969,2025-08-12T14:18:48.799969,False
354,cloudtrail_ac_9_compliance,2025-08-12T14:18:48.845225,2025-08-12T14:18:48.845225,False
354,iam_ac_9_compliance,2025-08-12T14:18:48.886821,2025-08-12T14:18:48.886821,False
354,s3_ac_9_compliance,2025-08-12T14:18:48.928565,2025-08-12T14:18:48.928565,False
354,cloudwatch_ac_9_compliance,2025-08-12T14:18:48.969203,2025-08-12T14:18:48.969203,False
413,github_ac_9(1)_compliance,2025-08-12T14:18:49.011859,2025-08-12T14:18:49.011859,False
413,ec2_ac_9(1)_compliance,2025-08-12T14:18:49.054168,2025-08-12T14:18:49.054168,False
413,cloudtrail_ac_9(1)_compliance,2025-08-12T14:18:49.095540,2025-08-12T14:18:49.095540,False
413,iam_ac_9(1)_compliance,2025-08-12T14:18:49.138965,2025-08-12T14:18:49.138965,False
413,s3_ac_9(1)_compliance,2025-08-12T14:18:49.184810,2025-08-12T14:18:49.184810,False
413,cloudwatch_ac_9(1)_compliance,2025-08-12T14:18:49.230164,2025-08-12T14:18:49.230164,False
782,github_ac_9(2)_compliance,2025-08-12T14:18:49.272604,2025-08-12T14:18:49.272604,False
782,ec2_ac_9(2)_compliance,2025-08-12T14:18:49.314979,2025-08-12T14:18:49.314979,False
782,cloudtrail_ac_9(2)_compliance,2025-08-12T14:18:49.358699,2025-08-12T14:18:49.358699,False
